COUNTRY,PSRAID,MUSLIM,Q34A
Britain,103202,Not Muslim,Some confidence
Britain,103203,Not Muslim,Some confidence
Britain,103204,Not Muslim,Not too much confidence
Britain,103205,Not Muslim,A lot of confidence
Britain,103206,Not Muslim,Some confidence
Britain,103207,Not Muslim,Some confidence
Britain,103208,Not Muslim,Some confidence
Britain,103209,Not Muslim,A lot of confidence
Britain,103210,Not Muslim,No confidence at all
Britain,103211,Not Muslim,Don't know
Britain,103212,Not Muslim,A lot of confidence
Britain,103213,Not Muslim,A lot of confidence
Britain,103214,Not Muslim,Some confidence
Britain,103215,Not Muslim,Some confidence
Britain,103216,Not Muslim,A lot of confidence
Britain,103217,Not Muslim,A lot of confidence
Britain,103218,Not Muslim,Not too much confidence
Britain,103219,Not Muslim,A lot of confidence
Britain,103220,Not Muslim,A lot of confidence
Britain,103221,Not Muslim,A lot of confidence
Britain,103222,Not Muslim,A lot of confidence
Britain,103223,Not Muslim,Some confidence
Britain,103224,Not Muslim,A lot of confidence
Britain,103225,Not Muslim,A lot of confidence
Britain,103226,Not Muslim,Some confidence
Britain,103227,Not Muslim,Some confidence
Britain,103228,Not Muslim,Some confidence
Britain,103229,Not Muslim,A lot of confidence
Britain,103230,Not Muslim,A lot of confidence
Britain,103231,Not Muslim,Some confidence
Britain,103232,Not Muslim,Some confidence
Britain,103233,Not Muslim,Some confidence
Britain,103234,Not Muslim,Don't know
Britain,103235,Not Muslim,Some confidence
Britain,103236,Not Muslim,A lot of confidence
Britain,103237,Not Muslim,Some confidence
Britain,103238,Not Muslim,Some confidence
Britain,103239,Not Muslim,A lot of confidence
Britain,103240,Not Muslim,A lot of confidence
Britain,103241,Not Muslim,Some confidence
Britain,103242,Not Muslim,Some confidence
Britain,103243,Not Muslim,Not too much confidence
Britain,103244,Not Muslim,A lot of confidence
Britain,103245,Not Muslim,A lot of confidence
Britain,103246,Not Muslim,Not too much confidence
Britain,103247,Not Muslim,Don't know
Britain,103248,Not Muslim,No confidence at all
Britain,103249,Not Muslim,Some confidence
Britain,103250,Not Muslim,Don't know
Britain,103251,Not Muslim,Some confidence
Britain,103252,Not Muslim,Some confidence
Britain,103253,Not Muslim,Some confidence
Britain,103254,Not Muslim,Some confidence
Britain,103255,Not Muslim,Some confidence
Britain,103256,Not Muslim,A lot of confidence
Britain,103257,Not Muslim,Some confidence
Britain,103258,Not Muslim,A lot of confidence
Britain,103259,Not Muslim,A lot of confidence
Britain,103260,Not Muslim,Some confidence
Britain,103261,Not Muslim,Some confidence
Britain,103262,Not Muslim,A lot of confidence
Britain,103263,Not Muslim,Not too much confidence
Britain,103264,Not Muslim,A lot of confidence
Britain,103265,Not Muslim,Not too much confidence
Britain,103266,Not Muslim,Some confidence
Britain,103267,Not Muslim,A lot of confidence
Britain,103268,Not Muslim,Some confidence
Britain,103269,Not Muslim,Some confidence
Britain,103270,Not Muslim,Some confidence
Britain,103271,Not Muslim,No confidence at all
Britain,103272,Not Muslim,Some confidence
Britain,103273,Not Muslim,Some confidence
Britain,103274,Not Muslim,Some confidence
Britain,103275,Not Muslim,No confidence at all
Britain,103276,Not Muslim,A lot of confidence
Britain,103277,Not Muslim,Don't know
Britain,103278,Not Muslim,A lot of confidence
Britain,103279,Not Muslim,Not too much confidence
Britain,103280,Not Muslim,No confidence at all
Britain,103281,Not Muslim,No confidence at all
Britain,103282,Not Muslim,No confidence at all
Britain,103283,Not Muslim,Some confidence
Britain,103284,Not Muslim,Some confidence
Britain,103285,Not Muslim,A lot of confidence
Britain,103286,Not Muslim,Not too much confidence
Britain,103287,Not Muslim,A lot of confidence
Britain,103288,Not Muslim,Not too much confidence
Britain,103289,Not Muslim,Some confidence
Britain,103290,Not Muslim,No confidence at all
Britain,103291,Not Muslim,A lot of confidence
Britain,103292,Not Muslim,A lot of confidence
Britain,103293,Not Muslim,A lot of confidence
Britain,103294,Not Muslim,Don't know
Britain,103295,Not Muslim,A lot of confidence
Britain,103296,Not Muslim,A lot of confidence
Britain,103297,Not Muslim,Some confidence
Britain,103298,Not Muslim,A lot of confidence
Britain,103299,Not Muslim,Some confidence
Britain,103300,Not Muslim,A lot of confidence
Britain,103301,Not Muslim,Some confidence
Britain,103302,Not Muslim,A lot of confidence
Britain,103303,Not Muslim,Some confidence
Britain,103304,Not Muslim,Some confidence
Britain,103305,Not Muslim,A lot of confidence
Britain,103306,Not Muslim,Some confidence
Britain,103307,Not Muslim,Not too much confidence
Britain,103308,Not Muslim,A lot of confidence
Britain,103309,Not Muslim,Some confidence
Britain,103310,Not Muslim,A lot of confidence
Britain,103311,Not Muslim,Some confidence
Britain,103312,Not Muslim,A lot of confidence
Britain,103313,Not Muslim,A lot of confidence
Britain,103314,Not Muslim,A lot of confidence
Britain,103315,Not Muslim,A lot of confidence
Britain,103316,Not Muslim,Not too much confidence
Britain,103317,Not Muslim,A lot of confidence
Britain,103318,Not Muslim,A lot of confidence
Britain,103319,Not Muslim,Some confidence
Britain,103320,Not Muslim,Some confidence
Britain,103321,Not Muslim,Some confidence
Britain,103322,Not Muslim,A lot of confidence
Britain,103323,Not Muslim,A lot of confidence
Britain,103324,Not Muslim,A lot of confidence
Britain,103325,Not Muslim,Some confidence
Britain,103326,Not Muslim,A lot of confidence
Britain,103327,Not Muslim,Some confidence
Britain,103328,Not Muslim,A lot of confidence
Britain,103329,Not Muslim,A lot of confidence
Britain,103330,Not Muslim,A lot of confidence
Britain,103331,Not Muslim,Some confidence
Britain,103332,Not Muslim,Not too much confidence
Britain,103333,Not Muslim,A lot of confidence
Britain,103334,Not Muslim,A lot of confidence
Britain,103335,Not Muslim,Some confidence
Britain,103336,Not Muslim,A lot of confidence
Britain,103337,Not Muslim,Some confidence
Britain,103338,Not Muslim,Some confidence
Britain,103339,Not Muslim,Not too much confidence
Britain,103340,Not Muslim,A lot of confidence
Britain,103341,Not Muslim,A lot of confidence
Britain,103342,Not Muslim,A lot of confidence
Britain,103343,Not Muslim,A lot of confidence
Britain,103344,Not Muslim,No confidence at all
Britain,103345,Not Muslim,Some confidence
Britain,103346,Not Muslim,A lot of confidence
Britain,103347,Not Muslim,Some confidence
Britain,103348,Not Muslim,Some confidence
Britain,103349,Not Muslim,Don't know
Britain,103350,Not Muslim,Some confidence
Britain,103351,Not Muslim,Some confidence
Britain,103352,Not Muslim,No confidence at all
Britain,103353,Not Muslim,Some confidence
Britain,103354,Not Muslim,Not too much confidence
Britain,103355,Not Muslim,Some confidence
Britain,103356,Not Muslim,Some confidence
Britain,103357,Not Muslim,A lot of confidence
Britain,103358,Not Muslim,Some confidence
Britain,103359,Not Muslim,No confidence at all
Britain,103360,Not Muslim,Not too much confidence
Britain,103361,Not Muslim,A lot of confidence
Britain,103362,Not Muslim,A lot of confidence
Britain,103363,Not Muslim,Some confidence
Britain,103364,Not Muslim,A lot of confidence
Britain,103365,Not Muslim,A lot of confidence
Britain,103366,Not Muslim,Some confidence
Britain,103367,Not Muslim,Some confidence
Britain,103368,Not Muslim,Not too much confidence
Britain,103369,Not Muslim,Some confidence
Britain,103370,Not Muslim,No confidence at all
Britain,103371,Not Muslim,Some confidence
Britain,103372,Not Muslim,A lot of confidence
Britain,103373,Not Muslim,A lot of confidence
Britain,103374,Not Muslim,A lot of confidence
Britain,103375,Not Muslim,Some confidence
Britain,103376,Not Muslim,A lot of confidence
Britain,103377,Not Muslim,Some confidence
Britain,103378,Not Muslim,Some confidence
Britain,103379,Not Muslim,Not too much confidence
Britain,103380,Not Muslim,Some confidence
Britain,103381,Not Muslim,Some confidence
Britain,103382,Not Muslim,Some confidence
Britain,103383,Not Muslim,Some confidence
Britain,103384,Not Muslim,Not too much confidence
Britain,103385,Not Muslim,A lot of confidence
Britain,103386,Not Muslim,A lot of confidence
Britain,103387,Not Muslim,Some confidence
Britain,103388,Not Muslim,A lot of confidence
Britain,103389,Not Muslim,Some confidence
Britain,103390,Not Muslim,Some confidence
Britain,103391,Not Muslim,A lot of confidence
Britain,103392,Not Muslim,A lot of confidence
Britain,103393,Not Muslim,Some confidence
Britain,103394,Not Muslim,Some confidence
Britain,103395,Not Muslim,Some confidence
Britain,103396,Not Muslim,Some confidence
Britain,103397,Not Muslim,Some confidence
Britain,103398,Not Muslim,A lot of confidence
Britain,103399,Not Muslim,Some confidence
Britain,103400,Not Muslim,No confidence at all
Britain,103401,Not Muslim,Some confidence
Britain,103402,Not Muslim,Some confidence
Britain,103403,Not Muslim,A lot of confidence
Britain,103404,Not Muslim,Not too much confidence
Britain,103405,Not Muslim,No confidence at all
Britain,103406,Not Muslim,Some confidence
Britain,103407,Not Muslim,A lot of confidence
Britain,103408,Not Muslim,No confidence at all
Britain,103409,Not Muslim,Some confidence
Britain,103410,Muslim,Don't know
Britain,103411,Not Muslim,Some confidence
Britain,103412,Not Muslim,Some confidence
Britain,103413,Not Muslim,A lot of confidence
Britain,103414,Not Muslim,Some confidence
Britain,103415,Not Muslim,Some confidence
Britain,103416,Not Muslim,No confidence at all
Britain,103417,Not Muslim,A lot of confidence
Britain,103418,Not Muslim,No confidence at all
Britain,103419,Not Muslim,Some confidence
Britain,103420,Not Muslim,A lot of confidence
Britain,103421,Not Muslim,Some confidence
Britain,103422,Not Muslim,A lot of confidence
Britain,103423,Not Muslim,Some confidence
Britain,103424,Not Muslim,Some confidence
Britain,103425,Not Muslim,Some confidence
Britain,103426,Not Muslim,Some confidence
Britain,103427,Not Muslim,A lot of confidence
Britain,103428,Not Muslim,Not too much confidence
Britain,103429,Not Muslim,A lot of confidence
Britain,103430,Not Muslim,Some confidence
Britain,103431,Not Muslim,Some confidence
Britain,103432,Not Muslim,Some confidence
Britain,103433,Not Muslim,A lot of confidence
Britain,103434,Not Muslim,A lot of confidence
Britain,103435,Not Muslim,Some confidence
Britain,103436,Not Muslim,Some confidence
Britain,103437,Not Muslim,No confidence at all
Britain,103438,Not Muslim,Some confidence
Britain,103439,Not Muslim,Some confidence
Britain,103440,Not Muslim,Not too much confidence
Britain,103441,Not Muslim,A lot of confidence
Britain,103442,Not Muslim,A lot of confidence
Britain,103443,Not Muslim,A lot of confidence
Britain,103444,Not Muslim,Some confidence
Britain,103445,Not Muslim,Some confidence
Britain,103446,Not Muslim,Not too much confidence
Britain,103447,Not Muslim,No confidence at all
Britain,103448,Not Muslim,Some confidence
Britain,103449,Not Muslim,Some confidence
Britain,103450,Not Muslim,Some confidence
Britain,103451,Not Muslim,Some confidence
Britain,103452,Not Muslim,A lot of confidence
Britain,103453,Not Muslim,Don't know
Britain,103454,Not Muslim,Some confidence
Britain,103455,Not Muslim,Some confidence
Britain,103456,Not Muslim,A lot of confidence
Britain,103457,Not Muslim,Some confidence
Britain,103458,Not Muslim,Some confidence
Britain,103459,Not Muslim,A lot of confidence
Britain,103460,Not Muslim,Not too much confidence
Britain,103461,Not Muslim,Some confidence
Britain,103462,Not Muslim,Some confidence
Britain,103463,Not Muslim,Some confidence
Britain,103464,Not Muslim,Some confidence
Britain,103465,Not Muslim,Some confidence
Britain,103466,Not Muslim,A lot of confidence
Britain,103467,Not Muslim,Some confidence
Britain,103468,Not Muslim,Some confidence
Britain,103469,Not Muslim,Some confidence
Britain,103470,Not Muslim,Some confidence
Britain,103471,Not Muslim,Some confidence
Britain,103472,Not Muslim,No confidence at all
Britain,103473,Not Muslim,A lot of confidence
Britain,103474,Not Muslim,No confidence at all
Britain,103475,Not Muslim,Some confidence
Britain,103476,Not Muslim,Some confidence
Britain,103477,Not Muslim,Don't know
Britain,103478,Not Muslim,Some confidence
Britain,103479,Not Muslim,Some confidence
Britain,103480,Not Muslim,No confidence at all
Britain,103481,Not Muslim,A lot of confidence
Britain,103482,Not Muslim,Some confidence
Britain,103483,Not Muslim,A lot of confidence
Britain,103484,Not Muslim,A lot of confidence
Britain,103485,Not Muslim,Some confidence
Britain,103486,Not Muslim,No confidence at all
Britain,103487,Not Muslim,Some confidence
Britain,103488,Not Muslim,A lot of confidence
Britain,103489,Not Muslim,A lot of confidence
Britain,103490,Not Muslim,Some confidence
Britain,103491,Not Muslim,Not too much confidence
Britain,103492,Not Muslim,A lot of confidence
Britain,103493,Not Muslim,Some confidence
Britain,103494,Not Muslim,A lot of confidence
Britain,103495,Not Muslim,Not too much confidence
Britain,103496,Not Muslim,Refused
Britain,103497,Not Muslim,Some confidence
Britain,103498,Not Muslim,A lot of confidence
Britain,103499,Not Muslim,No confidence at all
Britain,103500,Not Muslim,A lot of confidence
Britain,103501,Not Muslim,Some confidence
Britain,103502,Not Muslim,A lot of confidence
Britain,103503,Not Muslim,Some confidence
Britain,103504,Not Muslim,Some confidence
Britain,103505,Not Muslim,Some confidence
Britain,103506,Not Muslim,A lot of confidence
Britain,103507,Not Muslim,Don't know
Britain,103508,Not Muslim,Some confidence
Britain,103509,Not Muslim,A lot of confidence
Britain,103510,Not Muslim,Some confidence
Britain,103511,Not Muslim,Some confidence
Britain,103512,Not Muslim,A lot of confidence
Britain,103513,Not Muslim,Some confidence
Britain,103514,Not Muslim,Some confidence
Britain,103515,Not Muslim,A lot of confidence
Britain,103516,Not Muslim,A lot of confidence
Britain,103517,Not Muslim,A lot of confidence
Britain,103518,Not Muslim,Some confidence
Britain,103519,Not Muslim,A lot of confidence
Britain,103520,Not Muslim,Not too much confidence
Britain,103521,Not Muslim,Some confidence
Britain,103522,Not Muslim,Some confidence
Britain,103523,Not Muslim,Some confidence
Britain,103524,Not Muslim,A lot of confidence
Britain,103525,Not Muslim,A lot of confidence
Britain,103526,Not Muslim,A lot of confidence
Britain,103527,Not Muslim,Some confidence
Britain,103528,Not Muslim,Some confidence
Britain,103529,Not Muslim,A lot of confidence
Britain,103530,Not Muslim,Not too much confidence
Britain,103531,Not Muslim,A lot of confidence
Britain,103532,Not Muslim,A lot of confidence
Britain,103533,Not Muslim,Don't know
Britain,103534,Not Muslim,A lot of confidence
Britain,103535,Not Muslim,A lot of confidence
Britain,103536,Not Muslim,Not too much confidence
Britain,103537,Not Muslim,A lot of confidence
Britain,103538,Not Muslim,Some confidence
Britain,103539,Not Muslim,Some confidence
Britain,103540,Not Muslim,A lot of confidence
Britain,103541,Not Muslim,A lot of confidence
Britain,103542,Not Muslim,No confidence at all
Britain,103543,Not Muslim,A lot of confidence
Britain,103544,Not Muslim,Some confidence
Britain,103545,Not Muslim,Some confidence
Britain,103546,Not Muslim,Some confidence
Britain,103547,Not Muslim,Some confidence
Britain,103548,Not Muslim,No confidence at all
Britain,103549,Not Muslim,A lot of confidence
Britain,103550,Not Muslim,Some confidence
Britain,103551,Not Muslim,Some confidence
Britain,103552,Not Muslim,Some confidence
Britain,103553,Not Muslim,Some confidence
Britain,103554,Not Muslim,Don't know
Britain,103555,Not Muslim,A lot of confidence
Britain,103556,Not Muslim,A lot of confidence
Britain,103557,Not Muslim,Some confidence
Britain,103558,Not Muslim,Some confidence
Britain,103559,Not Muslim,Some confidence
Britain,103560,Not Muslim,Some confidence
Britain,103561,Not Muslim,No confidence at all
Britain,103562,Not Muslim,Don't know
Britain,103563,Not Muslim,Not too much confidence
Britain,103564,Not Muslim,Some confidence
Britain,103565,Not Muslim,Some confidence
Britain,103566,Not Muslim,A lot of confidence
Britain,103567,Not Muslim,Some confidence
Britain,103568,Not Muslim,Not too much confidence
Britain,103569,Not Muslim,A lot of confidence
Britain,103570,Not Muslim,A lot of confidence
Britain,103571,Not Muslim,Some confidence
Britain,103572,Not Muslim,Some confidence
Britain,103573,Not Muslim,Some confidence
Britain,103574,Not Muslim,Some confidence
Britain,103575,Not Muslim,Some confidence
Britain,103576,Not Muslim,Some confidence
Britain,103577,Not Muslim,Not too much confidence
Britain,103578,Not Muslim,A lot of confidence
Britain,103579,Not Muslim,Some confidence
Britain,103580,Not Muslim,Some confidence
Britain,103581,Not Muslim,Some confidence
Britain,103582,Not Muslim,A lot of confidence
Britain,103583,Not Muslim,Some confidence
Britain,103584,Not Muslim,Some confidence
Britain,103585,Not Muslim,A lot of confidence
Britain,103586,Not Muslim,Some confidence
Britain,103587,Not Muslim,A lot of confidence
Britain,103588,Not Muslim,A lot of confidence
Britain,103589,Not Muslim,Some confidence
Britain,103590,Not Muslim,A lot of confidence
Britain,103591,Not Muslim,Some confidence
Britain,103592,Not Muslim,Some confidence
Britain,103593,Not Muslim,Some confidence
Britain,103594,Not Muslim,Some confidence
Britain,103595,Not Muslim,Some confidence
Britain,103596,Not Muslim,A lot of confidence
Britain,103597,Not Muslim,Some confidence
Britain,103598,Not Muslim,Not too much confidence
Britain,103599,Not Muslim,A lot of confidence
Britain,103600,Not Muslim,Not too much confidence
Britain,103601,Not Muslim,Some confidence
Britain,103602,Not Muslim,Some confidence
Britain,103603,Not Muslim,Some confidence
Britain,103604,Not Muslim,Some confidence
Britain,103605,Not Muslim,Some confidence
Britain,103606,Not Muslim,A lot of confidence
Britain,103607,Not Muslim,Some confidence
Britain,103608,Not Muslim,Some confidence
Britain,103609,Not Muslim,Some confidence
Britain,103610,Not Muslim,A lot of confidence
Britain,103611,Not Muslim,Some confidence
Britain,103612,Not Muslim,Some confidence
Britain,103613,Not Muslim,A lot of confidence
Britain,103614,Not Muslim,Some confidence
Britain,103615,Not Muslim,No confidence at all
Britain,103616,Not Muslim,A lot of confidence
Britain,103617,Not Muslim,Some confidence
Britain,103618,Not Muslim,Some confidence
Britain,103619,Muslim,Some confidence
Britain,103620,Not Muslim,A lot of confidence
Britain,103621,Not Muslim,A lot of confidence
Britain,103622,Not Muslim,Some confidence
Britain,103623,Not Muslim,Some confidence
Britain,103624,Not Muslim,A lot of confidence
Britain,103625,Not Muslim,A lot of confidence
Britain,103626,Not Muslim,A lot of confidence
Britain,103627,Not Muslim,Some confidence
Britain,103628,Not Muslim,A lot of confidence
Britain,103629,Not Muslim,Some confidence
Britain,103630,Not Muslim,A lot of confidence
Britain,103631,Not Muslim,Not too much confidence
Britain,103632,Not Muslim,Some confidence
Britain,103633,Not Muslim,A lot of confidence
Britain,103634,Not Muslim,Some confidence
Britain,103635,Not Muslim,Some confidence
Britain,103636,Not Muslim,Some confidence
Britain,103637,Not Muslim,A lot of confidence
Britain,103638,Not Muslim,A lot of confidence
Britain,103639,Not Muslim,Some confidence
Britain,103640,Not Muslim,Some confidence
Britain,103641,Not Muslim,Some confidence
Britain,103642,Not Muslim,Some confidence
Britain,103643,Not Muslim,Some confidence
Britain,103644,Not Muslim,Not too much confidence
Britain,103645,Not Muslim,Some confidence
Britain,103646,Not Muslim,Some confidence
Britain,103647,Not Muslim,Some confidence
Britain,103648,Not Muslim,Some confidence
Britain,103649,Not Muslim,Some confidence
Britain,103650,Not Muslim,A lot of confidence
Britain,103651,Not Muslim,Some confidence
Britain,103652,Not Muslim,Some confidence
Britain,103653,Not Muslim,Some confidence
Britain,103654,Not Muslim,Some confidence
Britain,103655,Not Muslim,Don't know
Britain,103656,Not Muslim,Some confidence
Britain,103657,Not Muslim,A lot of confidence
Britain,103658,Not Muslim,Don't know
Britain,103659,Not Muslim,No confidence at all
Britain,103660,Not Muslim,A lot of confidence
Britain,103661,Not Muslim,A lot of confidence
Britain,103662,Not Muslim,No confidence at all
Britain,103663,Not Muslim,Some confidence
Britain,103664,Not Muslim,Some confidence
Britain,103665,Not Muslim,No confidence at all
Britain,103666,Not Muslim,A lot of confidence
Britain,103667,Not Muslim,Some confidence
Britain,103668,Not Muslim,A lot of confidence
Britain,103669,Not Muslim,Some confidence
Britain,103670,Not Muslim,Some confidence
Britain,103671,Not Muslim,Refused
Britain,103672,Not Muslim,Some confidence
Britain,103673,Not Muslim,Some confidence
Britain,103674,Not Muslim,A lot of confidence
Britain,103675,Not Muslim,No confidence at all
Britain,103676,Not Muslim,Some confidence
Britain,103677,Not Muslim,Some confidence
Britain,103678,Not Muslim,Some confidence
Britain,103679,Not Muslim,A lot of confidence
Britain,103680,Not Muslim,No confidence at all
Britain,103681,Not Muslim,A lot of confidence
Britain,103682,Not Muslim,Some confidence
Britain,103683,Not Muslim,Not too much confidence
Britain,103684,Not Muslim,Some confidence
Britain,103685,Not Muslim,A lot of confidence
Britain,103686,Not Muslim,A lot of confidence
Britain,103687,Not Muslim,A lot of confidence
Britain,103688,Not Muslim,A lot of confidence
Britain,103689,Not Muslim,A lot of confidence
Britain,103690,Not Muslim,A lot of confidence
Britain,103691,Not Muslim,Some confidence
Britain,103692,Not Muslim,A lot of confidence
Britain,103693,Not Muslim,A lot of confidence
Britain,103694,Not Muslim,Some confidence
Britain,103695,Not Muslim,A lot of confidence
Britain,103696,Not Muslim,Don't know
Britain,103697,Not Muslim,No confidence at all
Britain,103698,Not Muslim,Some confidence
Britain,103699,Not Muslim,Some confidence
Britain,103700,Not Muslim,Some confidence
Britain,103701,Not Muslim,Some confidence
Britain,103702,Not Muslim,A lot of confidence
Britain,103703,Not Muslim,A lot of confidence
Britain,103704,Not Muslim,Some confidence
Britain,103705,Not Muslim,A lot of confidence
Britain,103706,Not Muslim,Some confidence
Britain,103707,Not Muslim,Refused
Britain,103708,Not Muslim,Some confidence
Britain,103709,Not Muslim,Some confidence
Britain,103710,Not Muslim,A lot of confidence
Britain,103711,Not Muslim,Some confidence
Britain,103712,Not Muslim,No confidence at all
Britain,103713,Not Muslim,Some confidence
Britain,103714,Not Muslim,Some confidence
Britain,103715,Not Muslim,Some confidence
Britain,103716,Not Muslim,A lot of confidence
Britain,103717,Not Muslim,Not too much confidence
Britain,103718,Not Muslim,Some confidence
Britain,103719,Not Muslim,Some confidence
Britain,103720,Not Muslim,A lot of confidence
Britain,103721,Not Muslim,A lot of confidence
Britain,103722,Not Muslim,Some confidence
Britain,103723,Not Muslim,A lot of confidence
Britain,103724,Not Muslim,Not too much confidence
Britain,103725,Not Muslim,Some confidence
Britain,103726,Not Muslim,Some confidence
Britain,103727,Not Muslim,Don't know
Britain,103728,Not Muslim,Some confidence
Britain,103729,Not Muslim,Some confidence
Britain,103730,Not Muslim,A lot of confidence
Britain,103731,Not Muslim,A lot of confidence
Britain,103732,Not Muslim,Some confidence
Britain,103733,Not Muslim,A lot of confidence
Britain,103734,Not Muslim,Some confidence
Britain,103735,Not Muslim,A lot of confidence
Britain,103736,Not Muslim,Don't know
Britain,103737,Not Muslim,No confidence at all
Britain,103738,Not Muslim,A lot of confidence
Britain,103739,Not Muslim,Not too much confidence
Britain,103740,Not Muslim,Some confidence
Britain,103741,Not Muslim,Some confidence
Britain,103742,Not Muslim,A lot of confidence
Britain,103743,Not Muslim,Some confidence
Britain,103744,Not Muslim,A lot of confidence
Britain,103745,Not Muslim,A lot of confidence
Britain,103746,Not Muslim,Some confidence
Britain,103747,Not Muslim,A lot of confidence
Britain,103748,Not Muslim,A lot of confidence
Britain,103749,Not Muslim,No confidence at all
Britain,103750,Not Muslim,A lot of confidence
Britain,103751,Not Muslim,Some confidence
Britain,103752,Not Muslim,A lot of confidence
Britain,103753,Not Muslim,A lot of confidence
Britain,103754,Not Muslim,Some confidence
Britain,103755,Not Muslim,Some confidence
Britain,103756,Not Muslim,A lot of confidence
Britain,103757,Not Muslim,Don't know
Britain,103758,Not Muslim,Some confidence
Britain,103759,Not Muslim,Some confidence
Britain,103760,Not Muslim,Some confidence
Britain,103761,Not Muslim,A lot of confidence
Britain,103762,Not Muslim,Some confidence
Britain,103763,Not Muslim,Not too much confidence
Britain,103764,Not Muslim,Some confidence
Britain,103765,Not Muslim,A lot of confidence
Britain,103766,Not Muslim,A lot of confidence
Britain,103767,Not Muslim,Some confidence
Britain,103768,Not Muslim,A lot of confidence
Britain,103769,Not Muslim,A lot of confidence
Britain,103770,Not Muslim,Some confidence
Britain,103771,Not Muslim,A lot of confidence
Britain,103772,Not Muslim,Some confidence
Britain,103773,Not Muslim,A lot of confidence
Britain,103774,Not Muslim,Some confidence
Britain,103775,Not Muslim,A lot of confidence
Britain,103776,Not Muslim,A lot of confidence
Britain,103777,Not Muslim,A lot of confidence
Britain,103778,Not Muslim,Not too much confidence
Britain,103779,Not Muslim,Some confidence
Britain,103780,Not Muslim,Not too much confidence
Britain,103781,Not Muslim,A lot of confidence
Britain,103782,Not Muslim,Some confidence
Britain,103783,Not Muslim,A lot of confidence
Britain,103784,Not Muslim,Some confidence
Britain,103785,Not Muslim,Some confidence
Britain,103786,Not Muslim,A lot of confidence
Britain,103787,Not Muslim,Some confidence
Britain,103788,Not Muslim,Some confidence
Britain,103789,Not Muslim,Don't know
Britain,103790,Not Muslim,Not too much confidence
Britain,103791,Not Muslim,Not too much confidence
Britain,103792,Not Muslim,A lot of confidence
Britain,103793,Not Muslim,A lot of confidence
Britain,103794,Not Muslim,Some confidence
Britain,103795,Not Muslim,Some confidence
Britain,103796,Not Muslim,A lot of confidence
Britain,103797,Not Muslim,A lot of confidence
Britain,103798,Not Muslim,A lot of confidence
Britain,103799,Not Muslim,Some confidence
Britain,103800,Not Muslim,Some confidence
Britain,103801,Not Muslim,A lot of confidence
Britain,103802,Not Muslim,Don't know
Britain,103803,Not Muslim,No confidence at all
Britain,103804,Not Muslim,Don't know
Britain,103805,Not Muslim,Some confidence
Britain,103806,Not Muslim,Some confidence
Britain,103807,Not Muslim,A lot of confidence
Britain,103808,Not Muslim,A lot of confidence
Britain,103809,Not Muslim,Not too much confidence
Britain,103810,Not Muslim,Some confidence
Britain,103811,Not Muslim,Some confidence
Britain,103812,Not Muslim,Some confidence
Britain,103813,Not Muslim,No confidence at all
Britain,103814,Muslim,A lot of confidence
Britain,103815,Not Muslim,Some confidence
Britain,103816,Not Muslim,A lot of confidence
Britain,103817,Not Muslim,Some confidence
Britain,103818,Not Muslim,Some confidence
Britain,103819,Not Muslim,Some confidence
Britain,103820,Not Muslim,Not too much confidence
Britain,103821,Not Muslim,A lot of confidence
Britain,103822,Not Muslim,Some confidence
Britain,103823,Not Muslim,Some confidence
Britain,103824,Not Muslim,Some confidence
Britain,103825,Not Muslim,Some confidence
Britain,103826,Not Muslim,A lot of confidence
Britain,103827,Not Muslim,Some confidence
Britain,103828,Not Muslim,A lot of confidence
Britain,103829,Not Muslim,Some confidence
Britain,103830,Not Muslim,Not too much confidence
Britain,103831,Not Muslim,A lot of confidence
Britain,103832,Not Muslim,A lot of confidence
Britain,103833,Not Muslim,Some confidence
Britain,103834,Not Muslim,Some confidence
Britain,103835,Not Muslim,A lot of confidence
Britain,103836,Not Muslim,Some confidence
Britain,103837,Not Muslim,A lot of confidence
Britain,103838,Not Muslim,Some confidence
Britain,103839,Not Muslim,Some confidence
Britain,103840,Not Muslim,A lot of confidence
Britain,103841,Not Muslim,A lot of confidence
Britain,103842,Not Muslim,Not too much confidence
Britain,103843,Not Muslim,Some confidence
Britain,103844,Not Muslim,No confidence at all
Britain,103845,Not Muslim,A lot of confidence
Britain,103846,Muslim,A lot of confidence
Britain,103847,Not Muslim,Not too much confidence
Britain,103848,Not Muslim,Some confidence
Britain,103849,Not Muslim,A lot of confidence
Britain,103850,Muslim,Some confidence
Britain,103851,Not Muslim,Some confidence
Britain,103852,Not Muslim,A lot of confidence
Britain,103853,Not Muslim,Not too much confidence
Britain,103854,Muslim,Don't know
Britain,103855,Not Muslim,Some confidence
Britain,103856,Not Muslim,Some confidence
Britain,103857,Not Muslim,Some confidence
Britain,103858,Not Muslim,Some confidence
Britain,103859,Not Muslim,Some confidence
Britain,103860,Not Muslim,A lot of confidence
Britain,103861,Not Muslim,A lot of confidence
Britain,103862,Not Muslim,Some confidence
Britain,103863,Not Muslim,A lot of confidence
Britain,103864,Not Muslim,Not too much confidence
Britain,103865,Not Muslim,Not too much confidence
Britain,103866,Not Muslim,A lot of confidence
Britain,103867,Not Muslim,A lot of confidence
Britain,103868,Not Muslim,Some confidence
Britain,103869,Muslim,Some confidence
Britain,103870,Not Muslim,A lot of confidence
Britain,103871,Not Muslim,No confidence at all
